popularity,budget,revenue,original_title,cast,director,runtime,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
0.524527,125000,3200000,Your Sister's Sister,Mark Duplass|Emily Blunt|Rosemarie DeWitt|Mike Birbiglia|Kate Bayley,Lynn Shelton,90,9/11/11,96,6.3,2011,121174.755323934,3102073.73629271
0.410616,20000000,17425000,Monte Carlo,Selena Gomez|Katie Cassidy|Cory Monteith|Leighton Meester|Andie MacDowell,Thomas Bezucha,109,7/1/11,359,5.9,2011,19387960.8518294,16891760.8921564
0.410207,10831173,10654385,Win Win,Paul Giamatti|Alex Shaffer|Amy Ryan|Melanie Lynskey|Bobby Cannavale,Tom McCarthy,106,3/18/11,87,6.8,2011,10499717.9051696,10328339.9640159
0.395082,14000000,46495,Margaret,Anna Paquin|Matt Damon|Mark Ruffalo|Matthew Broderick|Jeannie Berlin,Kenneth Lonergan,149,9/30/11,35,5.9,2011,13571572.5962806,45072.1619902905
0.381174,17000000,3696232,The Double,Stephen Moyer|Topher Grace|Richard Gere|Stana Katic|Martin Sheen,Michael Brandt,98,10/27/11,133,5.9,2011,16479766.724055,3583120.06576396
0.372627,930000,30905,L!fe Happens,Krysten Ritter|Kate Bosworth|Rachel Bilson|Geoff Stults|Justin Kirk,Kat Coiro,100,6/18/11,47,5.2,2011,901540.179610069,29959.2465062894
0.37054,13000000,114956699,The Iron Lady,Meryl Streep|Anthony Stewart Head|Harry Lloyd|Jim Broadbent|Susan Brown,Phyllida Lloyd,105,12/30/11,333,6.2,2011,12602174.5536891,111438798.993377
0.548602,4000000,1104682,Red State,Michael Parks|John Goodman|Melissa Leo|Michael Angarano|Kyle Gallner,Kevin Smith,88,8/19/11,137,5.8,2011,3877592.17036588,1070876.56848603
0.363036,19100000,5728213,The Devil's Double,Dominic Cooper|Ludivine Sagnier|Raad Rawi|Mehmet Ferda|Philip Quast,Lee Tamahori,109,2/11/11,126,6.3,2011,18515502.6134971,5552918.46974702
0.352084,4000000,253899,The Music Never Stopped,J.K. Simmons|Lou Taylor Pucci|Julia Ormond|Cara Seymour|MÃ­a Maestro,Jim Kohlberg,105,3/18/11,31,7.3,2011,3877592.17036588,246129.193615932
0.339565,28000000,10126458,Shark Night,Sara Paxton|Chris Carmack|Joel David Moore|Chris Zylka|Dustin Milligan,David R. Ellis,91,9/2/11,74,5.1,2011,27143145.1925612,9816568.56358475
0.567753,3000000,672648,Hobo with a Shotgun,Rutger Hauer|Gregory Smith|Robb Wells|Brian Downey|Molly Dunsworth,Jason Eisener,86,5/6/11,84,5.8,2011,2908194.12777441,652063.654553068
0.334274,25000000,53213633,Madea's Big Happy Family,Tyler Perry|Lauren London|Shannon Kane|Cassi Davis|Philip Anthony-Rodriguez,Tyler Perry,106,4/22/11,45,6.9,2011,24234951.0647868,51585191.6693809
0.318142,15000000,4627375,Atlas Shrugged Part I,Taylor Schilling|Paul Johansson|Michael O'Keefe|Grant Bowler|Edi Gathegi,Paul Johansson,97,4/14/11,37,4.8,2011,14540970.638872,4485768.26733671
0.307661,25000000,11790979,This Must Be the Place,Sean Penn|Frances McDormand|Judd Hirsch|Eve Hewson|Kerry Condon,Paolo Sorrentino,118,10/1/11,127,6.3,2011,24234951.0647868,11430151.9628371
0.283696,8000000,5634828,Albert Nobbs,Glenn Close|Mia Wasikowska|Aaron Taylor-Johnson|Pauline Collins|Brendan Gleeson,Rodrigo GarcÃ­a,113,12/21/11,68,6.1,2011,7755184.34073177,5462391.23353962
0.263908,134005,1332231,Snow Flower and the Secret Fan,Li Bingbing|Jun Ji-hyun|Hugh Jackman|Vivian Wu|Jiang Wu,Wayne Wang,104,7/15/11,12,4.4,2011,129904.18469747,1291462.12367967
0.244803,6000000,5206,The Good Doctor,Orlando Bloom|Riley Keough|Taraji P. Henson|Rob Morrow|Michael PeÃ±a,Lance Daly,93,1/1/11,28,4.8,2011,5816388.25554883,5046.6862097312
0.243777,8000,469947,Weekend,Tom Cullen|Chris New|Jonathan Race|Laura Freeman|Loreto Murray,Andrew Haigh,96,9/22/11,96,7.4,2011,7755.18434073177,455565.701921734
0.198863,500000,171760,Kill List,Neil Maskell|MyAnna Buring|Harry Simpson|Michael Smiley|Struan Rodger,Ben Wheatley,95,9/2/11,88,5.9,2011,484699.021295736,166503.807795511
0.226575,13000000,98441954,Justin Bieber: Never Say Never,Justin Bieber|Miley Cyrus|Usher Raymond|Jaden Smith|Sean Kingston,Jon M. Chu,105,2/11/11,90,5.3,2011,12602174.5536891,95429437.5164797
0.195283,17000,101236,Bellflower,Evan Glodell|Jessie Wiseman|Tyler Dawson|Rebekah Brandes|Vincent Grashaw,Evan Glodell,106,4/16/11,24,6.7,2011,16479.766724055,98137.9802397903
0.193681,10000000,4417580,"Jeff, Who Lives at Home",Jason Segel|Ed Helms|Susan Sarandon|Judy Greer|Rae Dawn Chong,Mark Duplass|Jay Duplass,83,9/13/11,138,5.9,2011,9693980.42591472,4282393.40499123
0.189663,3000000,22000,The Divide,Lauren German|Michael Biehn|Milo Ventimiglia|Courtney B. Vance|Ashton Holmes,Xavier Gens,112,3/13/11,86,5.6,2011,2908194.12777441,21326.7569370123
0.181427,45202,225861,Life in a Day,Cindy Baer|Moica|Caryn Waechter|Drake Shannon,Kevin Macdonald|Zillah Bowes,95,1/27/11,58,7.3,2011,43818.7303212197,218949.211297752
0.164515,160000000,344420111,X-Men: First Class,James McAvoy|Michael Fassbender|Jennifer Lawrence|Kevin Bacon|Rose Byrne,Matthew Vaughn,132,5/24/11,3651,7.0,2011,155103686.814635,333880181.432537
0.331313,250000,1000000,Louis C.K.: Live at the Beacon Theater,Louis C.K.,Louis C.K.,62,12/10/11,47,7.9,2011,242349.510647868,969398.042591472
0.135239,9000000,18663238,Glee: The Concert Movie,Dianna Agron|Lea Michele|Gwyneth Paltrow|Darren Criss|Chris Colfer,Kevin Tancharoen,84,8/11/11,54,6.3,2011,8724582.38332325,18092106.3856187
0.098896,20,15,William & Kate,Camilla Luddington|Nico Evers-Swindell|Samantha Whittaker|Jonathan Patrick Moore|Richard Reid,Mark Rosman,83,4/18/11,18,5.9,2011,19.3879608518294,14.540970638872
8.095275,79000000,926287400,The Lord of the Rings: The Two Towers,Elijah Wood|Ian McKellen|Viggo Mortensen|Liv Tyler|Orlando Bloom,Peter Jackson,179,12/18/02,5114,7.8,2002,95768650.0960232,1122902454.41715
6.012584,100000000,876688482,Harry Potter and the Chamber of Secrets,Daniel Radcliffe|Rupert Grint|Emma Watson|Kenneth Branagh|Richard Harris,Chris Columbus,161,11/13/02,3458,7.2,2002,121226139.362054,1062775600.9604
4.46751299999999,59000000,383257136,Ice Age,Ray Romano|John Leguizamo|Denis Leary|Goran Visnjic|Jack Black,Chris Wedge|Carlos Saldanha,81,3/10/02,2270,6.9,2002,71523422.2236122,464607829.802379
3.628943,60000000,214034224,The Bourne Identity,Matt Damon|Franka Potente|Chris Cooper|Clive Owen|Brian Cox,Doug Liman,119,6/14/02,2601,7.1,2002,72735683.6172328,259465426.668732
3.326646,33000000,102441078,Resident Evil,Milla Jovovich|Michelle Rodriguez|Eric Mabius|Ryan McCluskey|Oscar Pearce,Paul W.S. Anderson,100,3/15/02,1265,6.3,2002,40004625.989478,124185363.980271
3.241129,139000000,821708551,Spider-Man,Tobey Maguire|Willem Dafoe|Kirsten Dunst|James Franco|Cliff Robertson,Sam Raimi,121,5/1/02,3170,6.6,2002,168504333.713256,996125553.18518
3.128314,120000000,649398328,Star Wars: Episode II - Attack of the Clones,Ewan McGregor|Natalie Portman|Hayden Christensen|Ian McDiarmid|Samuel L. Jackson,George Lucas,142,5/15/02,2549,6.4,2002,145471367.234465,787240522.116133
2.973115,52000000,352114312,Catch Me If You Can,Leonardo DiCaprio|Tom Hanks|Christopher Walken|Martin Sheen|Amy Adams,Steven Spielberg,141,12/25/02,2277,7.6,2002,63037592.4682684,426854586.57886
2.388226,140000000,441818803,Men in Black II,Tommy Lee Jones|Will Smith|Rip Torn|Lara Flynn Boyle|Johnny Knoxville,Barry Sonnenfeld,88,7/3/02,1950,5.9,2002,169716595.106876,535599877.852542
2.364204,35000000,120072577,The Pianist,Adrien Brody|Thomas Kretschmann|Frank Finlay|Maureen Lipman|Emilia Fox,Roman Polanski,150,9/24/02,938,7.9,2002,42429148.7767191,145559349.52963
2.103595,102000000,358372926,Minority Report,Tom Cruise|Colin Farrell|Samantha Morton|Max von Sydow|Lois Smith,Steven Spielberg,145,6/20/02,1595,6.9,2002,123650662.149295,434441662.708633
2.095296,80000000,145771527,Lilo & Stitch,Chris Sanders|Daveigh Chase|Tia Carrere|David Ogden Stiers|Kevin McDonald,Dean DeBlois|Chris Sanders,85,6/21/02,681,6.9,2002,96980911.4896437,176713194.471215
1.955546,21000000,43928932,The Transporter,Jason Statham|Shu Qi|FranÃ§ois BerlÃ©and|Matt Schulze|Ric Young,Louis Leterrier|Corey Yuen Kwai,92,10/2/02,1119,6.5,2002,25457489.2660314,53253348.3265822
1.936728,70000000,277448382,xXx,Vin Diesel|Asia Argento|Marton Csokas|Samuel L. Jackson|Michael Roof,Rob Cohen,124,8/9/02,849,5.7,2002,84858297.5534383,336339962.221085
1.936492,140000000,109578115,Treasure Planet,Joseph Gordon-Levitt|David Hyde Pierce|Emma Thompson|Roscoe Lee Browne|Martin Short,Ron Clements|John Musker,95,11/26/02,545,7.0,2002,169716595.106876,132837318.400212
1.846196,140000000,431971116,Die Another Day,Pierce Brosnan|Halle Berry|Rosamund Pike|Rick Yune|Toby Stephens,Lee Tamahori,133,11/17/02,692,5.8,2002,169716595.106876,523661907.085983
1.839408,5000000,82719885,28 Days Later...,Cillian Murphy|Naomie Harris|Noah Huntley|Christopher Dunne|Emma Hitching,Danny Boyle,113,10/31/02,1015,6.9,2002,6061306.96810273,100278123.070231
1.809883,55000000,154906693,Maid in Manhattan,Jennifer Lopez|Ralph Fiennes|Natasha Richardson|Stanley Tucci|Tyler Posey,Wayne Wang,105,12/12/02,281,5.7,2002,66674376.64913,187787403.53733
1.778527,54000000,155010032,Blade II,Wesley Snipes|Kris Kristofferson|Ron Perlman|Leonor Varela|Norman Reedus,Guillermo del Toro,117,3/22/02,961,6.1,2002,65462115.2555095,187912677.417485
1.75153,100000000,193772504,Gangs of New York,Leonardo DiCaprio|Daniel Day-Lewis|Cameron Diaz|Liam Neeson|Brendan Gleeson,Martin Scorsese,167,12/14/02,1068,6.9,2002,121226139.362054,234902925.744383
1.694723,48000000,196397415,Panic Room,Jodie Foster|Kristen Stewart|Forest Whitaker|Dwight Yoakam|Jared Leto,David Fincher,112,3/29/02,670,6.4,2002,58188546.8937862,238085004.011372
1.594587,120000000,169956806,Stuart Little 2,Michael J. Fox|Geena Davis|Hugh Laurie|Jonathan Lipnicki|Anna Hoelck,Rob Minkoff,78,7/19/02,366,5.4,2002,145471367.234465,206032074.496857
1.568528,5000000,38275483,National Lampoonâ€™s Van Wilder,Ryan Reynolds|Tara Reid|Tim Matheson|Kal Penn|Simon Helberg,Walt Becker,92,3/29/02,684,5.9,2002,6061306.96810273,46399890.3630795
1.558805,41000000,215000000,8 Mile,Eminem|Mekhi Phifer|Brittany Murphy|Kim Basinger|Michael Shannon,Curtis Hanson,110,11/8/02,944,6.7,2002,49702717.1384424,260636199.628417
1.525009,50000000,171269535,Mr. Deeds,Adam Sandler|Winona Ryder|John Turturro|Allen Covert|Peter Gallagher,Steven Brill,96,6/28/02,379,5.7,2002,60613069.6810273,207623445.183843
1.496493,3500159,76578641,Bend It Like Beckham,Parminder Nagra|Keira Knightley|Jonathan Rhys Meyers|Anupam Kher|Shaheen Khan,Gurinder Chadha,112,4/11/02,309,6.0,2002,4243107.6272335,92833330.0602275
1.486895,60000000,93354918,Two Weeks Notice,Sandra Bullock|Hugh Grant|Alicia Witt|Dana Ivey|Robert Klein,Marc Lawrence,101,12/19/02,263,5.8,2002,72735683.6172328,113170562.996011
1.381699,72000000,408247917,Signs,Mel Gibson|Joaquin Phoenix|Rory Culkin|Abigail Breslin|Cherry Jones,M. Night Shyamalan,106,8/2/02,905,6.3,2002,87282820.3406793,494903188.805105
1.359987,48000000,249348933,The Ring,Naomi Watts|Martin Henderson|David Dorfman|Brian Cox|Shannon Cochran,Gore Verbinski,115,10/18/02,810,6.4,2002,58188546.8937862,302276085.016376
1.297822,11000000,41227069,A Walk to Remember,Mandy Moore|Shane West|Peter Coyote|Daryl Hannah|Lauren German,Adam Shankman,101,1/25/02,582,7.3,2002,13334875.329826,49977984.1208304
1.271588,5000000,368744044,My Big Fat Greek Wedding,Nia Vardalos|John Corbett|Lainie Kazan|Michael Constantine|Andrea Martin,Joel Zwick,95,2/22/02,395,6.1,2002,6061306.96810273,447014168.668716
1.263507,27000000,129000000,About a Boy,Hugh Grant|Nicholas Hoult|Toni Collette|Rachel Weisz|Sharon Small,Chris Weitz|Paul Weitz,101,4/26/02,361,6.4,2002,32731057.6277547,156381719.77705
1.216798,85000000,78382433,Collateral Damage,Arnold Schwarzenegger|Francesca Neri|Elias Koteas|Cliff Curtis|John Turturro,Andrew Davis,108,2/6/02,242,5.5,2002,103042218.457746,95019997.4639491
1.20464,13000000,97837138,Phone Booth,Colin Farrell|Kiefer Sutherland|Forest Whitaker|Radha Mitchell|Katie Holmes,Joel Schumacher,81,9/9/02,529,6.5,2002,15759398.1170671,118604185.259725
1.204615,60000000,67312826,Star Trek: Nemesis,Patrick Stewart|Jonathan Frakes|LeVar Burton|Brent Spiner|Gates McFadden,Stuart Baird,117,12/12/02,291,6.1,2002,72735683.6172328,81600740.2552974
1.191235,20000000,5359645,Equilibrium,Christian Bale|Taye Diggs|Emily Watson|Angus Macfadyen|Sean Bean,Kurt Wimmer,107,12/6/02,927,6.9,2002,24245227.8724109,6497290.71701139
1.182695,8000000,16856124,The Good Girl,Jennifer Aniston|Jake Gyllenhaal|Zooey Deschanel|John C. Reilly|Deborah Rush,Miguel Arteta,93,1/12/02,98,5.8,2002,9698091.14896437,20434028.3712807
1.17681,25000000,108846072,The Hours,Nicole Kidman|Julianne Moore|Meryl Streep|Stephen Dillane|Miranda Richardson,Stephen Daldry,114,12/27/02,216,6.7,2002,30306534.8405136,131949890.932842
1.165599,80000000,181001478,Road to Perdition,Tom Hanks|Tyler Hoechlin|Jennifer Jason Leigh|Liam Aiken|Paul Newman,Sam Mendes,117,7/12/02,614,7.1,2002,96980911.4896437,219421103.967658
1.15929,63000000,296633907,Austin Powers in Goldmember,Mike Myers|BeyoncÃ© Knowles|Seth Green|Michael York|Mindy Sterling,Jay Roach,94,7/26/02,557,5.9,2002,76372467.7980944,359597833.494927
1.118663,65000000,172855065,The Santa Clause 2,Tim Allen|Elizabeth Mitchell|David Krumholtz|Eric Lloyd|Spencer Breslin,Michael Lembeck,104,10/31/02,174,5.4,2002,78796990.5853355,209545521.99127
1.11148799999999,46000000,113714830,Insomnia,Al Pacino|Robin Williams|Maura Tierney|Hilary Swank|Martin Donovan,Christopher Nolan,118,5/24/02,564,6.6,2002,55764024.1065451,137852098.291123
1.090465,35000000,68349884,Ghost Ship,Gabriel Byrne|Julianna Margulies|Desmond Harrington|Ron Eldard|Isaiah Washington,Steve Beck,91,10/25/02,265,5.2,2002,42429148.7767191,82857925.6316427
1.06440499999999,84000000,275650703,Scooby-Doo,Freddie Prinze Jr.|Sarah Michelle Gellar|Matthew Lillard|Linda Cardellini|Rowan Atkinson,Raja Gosnell,88,6/14/02,401,5.3,2002,101829957.064125,334160705.371263
1.04058799999999,80000000,122563539,Spirit: Stallion of the Cimarron,Matt Damon|James Cromwell|Daniel Studi|Chopper Bernet|Jeff LeBeau,Kelly Asbury|Lorna Cook,83,5/24/02,402,7.1,2002,96980911.4896437,148579046.595206
1.039674,55000000,6416302,D-Tox,Sylvester Stallone|Courtney B. Vance|Tom Berenger|Charles S. Dutton|Jeffrey Wright,Jim Gillespie,96,1/4/02,60,5.8,2002,66674376.64913,7778235.2044103
1.025158,60000000,165333180,The Scorpion King,Dwayne Johnson|Kelly Hu|Michael Clarke Duncan|Steven Brand|Bernard Hill,Chuck Russell,92,4/16/02,420,5.2,2002,72735683.6172328,200427031.198516
1.011362,70000000,33561137,I Spy,Eddie Murphy|Owen Wilson|Famke Janssen|Keith Dallas|Malcolm McDowell,Betty Thomas,97,10/31/02,133,5.2,2002,84858297.5534383,40684870.7111101
1.005772,4000000,35564473,Bowling for Columbine,Michael Moore|George H. W. Bush|George W. Bush|Dick Clark|Charlton Heston,Michael Moore,120,10/9/02,235,7.2,2002,4849045.57448218,43113437.6023603
1.005627,15000000,13060843,25th Hour,Edward Norton|Philip Seymour Hoffman|Barry Pepper|Rosario Dawson|Anna Paquin,Spike Lee,135,12/16/02,309,6.9,2002,18183920.9043082,15833155.7370391
0.9858,1300000,447741,Ken Park,James Ransone|Tiffany Limos|Maeve Quinlan|Amanda Plummer|Wade Williams,Larry Clark|Edward Lachman,97,8/31/02,61,5.4,2002,1575939.81170671,542779.128641057
0.958182,68,193,The Sum of All Fears,Ben Affleck|Morgan Freeman|James Cromwell|Ken Jenkins|Liev Schreiber,Phil Alden Robinson,124,5/31/02,256,5.7,2002,82.4337747661972,233.966448968765
0.936666,75000000,114660784,We Were Soldiers,Mel Gibson|Greg Kinnear|Madeleine Stowe|Sam Elliott|Chris Klein,Randall Wallace,138,3/1/02,332,6.5,2002,90919604.521541,138998841.805464
0.925495,5000000,64282312,Jackass: The Movie,Johnny Knoxville|Bam Margera|Steve-O|Chris Pontius|Dave England,Jeff Tremaine,87,10/21/02,197,6.2,2002,6061306.96810273,77926965.1302708
0.91537,12000000,56298474,Frida,Salma Hayek|Alfred Molina|MÃ­a Maestro|Patricia Reyes SpÃ­ndola|Diego Luna,Julie Taymor,123,8/29/02,201,7.3,2002,14547136.7234465,68248466.5499501
0.90146,50000000,56714147,Murder by Numbers,Sandra Bullock|Ben Chaplin|Ryan Gosling|Michael Pitt|Agnes Bruckner,Barbet Schroeder,120,4/19/02,141,6.1,2002,60613069.6810273,68752370.8802205
0.898884,19000000,32801173,Adaptation.,Nicolas Cage|Meryl Streep|Chris Cooper|Tilda Swinton|Cara Seymour,Spike Jonze,114,12/6/02,319,7.2,2002,23032966.4787903,39763595.6933686
0.895022999999999,30000000,180622424,Sweet Home Alabama,Reese Witherspoon|Josh Lucas|Patrick Dempsey|Candice Bergen|Rhona Mitra,Andy Tennant,108,9/26/02,224,6.0,2002,36367841.8086164,218961591.437361
0.880807,12000000,75781642,Barbershop,Ice Cube|Anthony Anderson|Cedric the Entertainer|Sean Patrick Thomas|Eve,Tim Story,102,4/1/02,75,6.2,2002,14547136.7234465,91867158.9417733
0.8757,15000000,9237470,Dark Blue,Kurt Russell|Scott Speedman|Michael Michele|Brendan Gleeson|Ving Rhames,Ron Shelton,118,12/14/02,33,6.7,2002,18183920.9043082,11198228.2557279
0.875246999999999,80000000,123729176,The Time Machine,Guy Pearce|Samantha Mumba|Phyllida Law|Laura Kirk|Mark Addy,Simon Wells,96,3/4/02,341,5.6,2002,96980911.4896437,149992103.329281
0.872571999999999,20000000,12398628,Undisputed,Wesley Snipes|Ving Rhames|Peter Falk|Michael Rooker|Jon Seda,Walter Hill,96,8/23/02,60,6.3,2002,24245227.8724109,15030378.0582627
0.821206,43000000,68696770,The Sweetest Thing,Cameron Diaz|Christina Applegate|Thomas Jane|Selma Blair|Jason Bateman,Roger Kumble,84,4/12/02,164,5.4,2002,52127239.9256835,83278442.1374301
0.784565,115000000,77628265,Windtalkers,Nicolas Cage|Adam Beach|Peter Stormare|Noah Emmerich|Mark Ruffalo,John Woo,134,6/14/02,207,5.9,2002,139410060.266362,94105748.7132451
0.782771,36000000,102244770,John Q,Denzel Washington|Robert Duvall|Anne Heche|Kimberly Elise|Daniel E. Smith,Nick Cassavetes,116,2/15/02,317,7.1,2002,43641410.1703396,123947387.370612
0.76758,50000000,119137784,Unfaithful,Richard Gere|Diane Lane|Olivier Martinez|Erik Per Sullivan|Zeljko Ivanek,Adrian Lyne,124,5/10/02,138,6.4,2002,60613069.6810273,144426136.064703
0.742412,45000000,94935764,Changing Lanes,Ben Affleck|Samuel L. Jackson|Kim Staunton|Toni Collette|Sydney Pollack,Roger Michell,89,4/7/02,169,5.7,2002,54551762.7129246,115086961.571071
0.74198,25000000,17000000,Punch-Drunk Love,Adam Sandler|Emily Watson|Philip Seymour Hoffman|Luis GuzmÃ¡n|Mary Lynn Rajskub,Paul Thomas Anderson,95,10/25/02,268,6.9,2002,30306534.8405136,20608443.6915493
0.72233,100000000,35168966,K-19: The Widowmaker,Harrison Ford|Liam Neeson|Peter Sarsgaard|Joss Ackland|John Shrapnel,Kathryn Bigelow,138,7/19/02,146,6.0,2002,121226139.362054,42633979.7353536
0.698611,35000000,45479110,Queen of the Damned,Stuart Townsend|Aaliyah|Marguerite Moreau|Vincent PÃ©rez|Paul McGann,Michael Rymer,101,2/10/02,117,5.2,2002,42429148.7767191,55132569.2692221
0.683151,38000000,119723358,Spy Kids 2: Island of Lost Dreams,Antonio Banderas|Carla Gugino|Alexa PenaVega|Daryl Sabara|Steve Buscemi,Robert Rodriguez,100,8/7/02,260,5.2,2002,46065932.9575807,145136004.818011
0.682409,38000000,51801187,Enough,Jennifer Lopez|Billy Campbell|Tessa Allen|Juliette Lewis|Dan Futterman,Michael Apted,114,5/24/02,153,6.3,2002,46065932.9575807,62796579.1438185
0.68142,20000000,33526835,Friday After Next,Ice Cube|Mike Epps|John Witherspoon|Don Curry|Anna Maria Horsford,Marcus Raboy,85,11/22/02,51,6.5,2002,24245227.8724109,40643287.7207861
0.678896,20000000,109862682,Return to Never Land,Harriet Owen|Blayne Weaver|Jeff Bennett|Kath Soucie|Corey Burton,Robin Budd|Donovan Cook,72,2/14/02,174,6.2,2002,24245227.8724109,133182287.988211
0.646373,40000000,16872671,Life or Something Like It,Angelina Jolie|Edward Burns|Tony Shalhoub|Christian Kane|Melissa Errico,Stephen Herek,103,4/26/02,57,5.6,2002,48490455.7448218,20454087.6605609
0.645437,14000000,6413915,Slackers,Jason Segel|Devon Sawa|Jason Schwartzman|Jaime King|Laura Prepon,Dewey Nicks,86,2/1/02,29,5.7,2002,16971659.5106876,7775341.53646373
0.608347,45000000,306776732,Chicago,Catherine Zeta-Jones|RenÃ©e Zellweger|Queen Latifah|Richard Gere|Christine Baranski,Rob Marshall,113,12/26/02,361,6.5,2002,54551762.7129246,371893588.664677
0.600563,12000000,52223306,One Hour Photo,Robin Williams|Connie Nielsen|Michael Vartan|Erin Daniels|Eriq La Salle,Mark Romanek,96,8/21/02,195,6.4,2002,14547136.7234465,63308297.7110322
0.600189,35000000,16838910,Femme Fatale,Rebecca Romijn|Antonio Banderas|Peter Coyote|Rie Rasmussen|Gregg Henry,Brian De Palma,114,11/6/02,63,6.1,2002,42429148.7767191,20413160.5036509
0.581487,40000000,22433915,City By The Sea,Robert De Niro|James Franco|Frances McDormand|Eliza Dushku|George Dzundza,Michael Caton-Jones,108,9/6/02,44,5.7,2002,48490455.7448218,27195769.0622648
0.573735999999999,60000000,43061982,Reign of Fire,Christian Bale|Matthew McConaughey|Izabella Scorupco|Gerard Butler|Alexander Siddig,Rob Bowman,101,7/12/02,352,5.9,2002,72735683.6172328,52202378.3113829
0.570851,85000000,77741732,Showtime,Robert De Niro|Rachael Harris|Eddie Murphy|Zaid Farid|William Shatner,Tom Dey,95,3/14/02,148,5.2,2002,103042218.457746,94243300.376795
